,Unnamed: 0,Abap,Ada,C/C++,C#,Cobol,Dart,Delphi,Go,Groovy,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,Objective-C,Perl,PHP,Python,R,Ruby,Rust,Scala,Swift,TypeScript,VBA,Visual Basic,Date
104,106,"0,61","0,24","0,082","0,098","0,33","0,13","0,78","0,09","0,4","0,28","0,265","0,073","0,13",0,"0,71","0,032","0,054","0,019","0,143","0,094","0,02","0,027","0,08","0,46",0,"0,08","0,017","0,034","May 1, 2013"
105,107,"0,58","0,23","0,081","0,098","0,33","0,13","0,75","0,1","0,39","0,28","0,264","0,075","0,12",0,"0,7","0,032","0,054","0,018","0,143","0,096","0,02","0,027","0,07","0,46",0,"0,08","0,016","0,033","June 1, 2013"
106,108,"0,58","0,22","0,08","0,1","0,33","0,13","0,72","0,1","0,39","0,29","0,265","0,076","0,12",0,"0,68","0,031","0,053","0,018","0,143","0,097","0,019","0,027","0,08","0,46",0,"0,08","0,016","0,032","July 1, 2013"
107,109,"0,63","0,23","0,079","0,1","0,34","0,12","0,74","0,11","0,4","0,3","0,264","0,078","0,13",0,"0,68","0,031","0,054","0,019","0,141","0,097","0,02","0,028","0,08","0,5",0,"0,1","0,016","0,031","August 1, 2013"
108,110,"0,62","0,25","0,079","0,099","0,35","0,12","0,7","0,11","0,38","0,3","0,264","0,078","0,14","0,01","0,66","0,031","0,054","0,019","0,14","0,098","0,021","0,028","0,08","0,52",0,"0,09","0,016","0,03","September 1, 2013"
109,111,"0,61","0,24","0,079","0,099","0,34","0,12","0,68","0,12","0,38","0,3","0,262","0,076","0,15",0,"0,66","0,03","0,059","0,019","0,138","0,098","0,021","0,029","0,09","0,55",0,"0,1","0,016","0,031","October 1, 2013"
110,112,"0,58","0,26","0,081","0,098","0,33","0,11","0,65","0,12","0,38","0,3","0,265","0,075","0,15",0,"0,61","0,03","0,061","0,018","0,136","0,099","0,021","0,028","0,08","0,56",0,"0,1","0,016","0,031","November 1, 2013"
111,113,"0,62","0,28","0,081","0,098","0,32","0,12","0,66","0,12","0,41","0,31","0,265","0,073","0,15",0,"0,6","0,03","0,064","0,018","0,134","0,098","0,021","0,027","0,09","0,62",0,"0,1","0,016","0,031","December 1, 2013"
112,114,"0,62","0,28","0,082","0,097","0,33","0,14","0,66","0,13","0,43","0,31","0,263","0,074","0,16",0,"0,6","0,03","0,065","0,017","0,132","0,099","0,022","0,027","0,12","0,65",0,"0,11","0,017","0,03","January 1, 2014"
113,115,"0,61","0,31","0,082","0,097","0,34","0,16","0,67","0,14","0,45","0,34","0,262","0,074","0,17",0,"0,62","0,031","0,067","0,015","0,131","0,1","0,022","0,026","0,2","0,67","0,06","0,12","0,017","0,029","February 1, 2014"
114,116,"0,6","0,31","0,081","0,097","0,34","0,17","0,69","0,14","0,46","0,35","0,259","0,076","0,18",0,"0,61","0,031","0,069","0,014","0,13","0,099","0,022","0,026","0,26","0,67","0,12","0,11","0,017","0,03","March 1, 2014"
115,117,"0,62","0,32","0,081","0,097","0,34","0,19","0,69","0,15","0,46","0,36","0,262","0,077","0,19",0,"0,61","0,031","0,065","0,012","0,13","0,101","0,022","0,025","0,27","0,65","0,19","0,11","0,017","0,029","April 1, 2014"
116,118,"0,64","0,32","0,08","0,097","0,35","0,2","0,73","0,16","0,48","0,37","0,26","0,078","0,19",0,"0,66","0,03","0,065","0,01","0,13","0,101","0,022","0,026","0,3","0,69","0,25","0,12","0,017","0,028","May 1, 2014"
117,119,"0,63","0,31","0,079","0,098","0,37","0,2","0,69","0,16","0,47","0,36","0,261","0,078","0,19",0,"0,66","0,03","0,064","0,89","0,13","0,103","0,023","0,026","0,32","0,66","0,32","0,12","0,017","0,027","June 1, 2014"
118,120,"0,63","0,32","0,079","0,097","0,34","0,19","0,67","0,17","0,48","0,34","0,262","0,078","0,19",0,"0,63","0,03","0,064","0,88","0,13","0,102","0,023","0,026","0,3","0,65","0,69","0,11","0,017","0,027","July 1, 2014"
119,121,"0,62","0,28","0,079","0,097","0,33","0,17","0,63","0,17","0,46","0,31","0,264","0,077","0,18",0,"0,59","0,029","0,063","0,99","0,13","0,103","0,023","0,026","0,24","0,65","0,97","0,11","0,017","0,026","August 1, 2014"
120,122,"0,63","0,28","0,079","0,097","0,33","0,15","0,63","0,18","0,47","0,3","0,263","0,076","0,17",0,"0,59","0,028","0,062","0,012","0,129","0,103","0,024","0,027","0,21","0,69","0,012","0,11","0,016","0,026","September 1, 2014"
121,123,"0,58","0,28","0,08","0,097","0,32","0,14","0,62","0,19","0,45","0,29","0,262","0,075","0,17",0,"0,56","0,029","0,063","0,012","0,126","0,104","0,024","0,026","0,2","0,71","0,015","0,1","0,016","0,025","October 1, 2014"
122,124,"0,56","0,28","0,081","0,096","0,3","0,15","0,58","0,18","0,43","0,28","0,262","0,074","0,17",0,"0,5","0,029","0,064","0,013","0,124","0,106","0,025","0,025","0,17","0,69","0,019","0,1","0,016","0,024","November 1, 2014"
123,125,"0,58","0,31","0,081","0,093","0,31","0,14","0,6","0,2","0,45","0,31","0,259","0,074","0,17",0,"0,51","0,03","0,063","0,014","0,121","0,106","0,025","0,026","0,18","0,73","0,023","0,1","0,015","0,025","December 1, 2014"
124,126,"0,59","0,33","0,081","0,092","0,33","0,13","0,61","0,2","0,45","0,33","0,258","0,074","0,19",0,"0,54","0,03","0,062","0,014","0,12","0,107","0,026","0,026","0,19","0,73","0,024","0,1","0,015","0,024","January 1, 2015"
125,127,"0,58","0,36","0,08","0,093","0,33","0,13","0,6","0,21","0,45","0,34","0,255","0,074","0,18",0,"0,55","0,031","0,062","0,013","0,118","0,108","0,027","0,025","0,2","0,71","0,025","0,11","0,015","0,025","February 1, 2015"
126,128,"0,56","0,36","0,08","0,093","0,33","0,13","0,57","0,22","0,46","0,36","0,255","0,073","0,18",0,"0,52","0,032","0,062","0,013","0,118","0,111","0,027","0,025","0,19","0,72","0,026","0,11","0,015","0,024","March 1, 2015"
127,129,"0,6","0,38","0,078","0,092","0,35","0,14","0,58","0,24","0,48","0,38","0,253","0,074","0,2",0,"0,54","0,032","0,06","0,013","0,117","0,111","0,028","0,026","0,2","0,74","0,027","0,14","0,015","0,024","April 1, 2015"
128,130,"0,61","0,39","0,077","0,093","0,35","0,12","0,57","0,24","0,51","0,39","0,253","0,074","0,19",0,"0,54","0,032","0,058","0,014","0,118","0,111","0,028","0,026","0,21","0,77","0,026","0,15","0,015","0,024","May 1, 2015"
129,131,"0,58","0,35","0,077","0,095","0,32","0,12","0,54","0,23","0,5","0,38","0,253","0,075","0,18",0,"0,51","0,032","0,057","0,013","0,118","0,112","0,029","0,026","0,21","0,77","0,027","0,17","0,015","0,022","June 1, 2015"
130,132,"0,54","0,35","0,076","0,095","0,3","0,12","0,52","0,23","0,48","0,36","0,254","0,075","0,16",0,"0,5","0,031","0,057","0,013","0,118","0,113","0,029","0,026","0,21","0,81","0,027","0,18","0,015","0,022","July 1, 2015"
131,133,"0,58","0,34","0,076","0,094","0,31","0,12","0,51","0,24","0,48","0,37","0,253","0,075","0,16",0,"0,49","0,03","0,057","0,013","0,118","0,113","0,029","0,027","0,2","0,85","0,028","0,2","0,016","0,021","August 1, 2015"
132,134,"0,6","0,34","0,077","0,093","0,33","0,12","0,51","0,25","0,46","0,35","0,255","0,075","0,16",0,"0,49","0,029","0,057","0,013","0,117","0,115","0,029","0,026","0,21","0,88","0,028","0,22","0,016","0,021","September 1, 2015"
133,135,"0,59","0,32","0,077","0,093","0,32","0,11","0,47","0,24","0,45","0,33","0,256","0,075","0,15",0,"0,5","0,028","0,057","0,013","0,116","0,116","0,029","0,027","0,21","0,9","0,029","0,23","0,016","0,02","October 1, 2015"
134,136,"0,58","0,32","0,078","0,092","0,33","0,12","0,47","0,26","0,45","0,31","0,255","0,074","0,16",0,"0,52","0,028","0,056","0,013","0,114","0,117","0,03","0,026","0,22","0,93","0,031","0,24","0,016","0,02","November 1, 2015"
135,137,"0,57","0,32","0,078","0,091","0,33","0,12","0,45","0,27","0,45","0,32","0,254","0,075","0,17",0,"0,52","0,028","0,056","0,013","0,113","0,119","0,03","0,026","0,21","0,96","0,031","0,25","0,016","0,02","December 1, 2015"
136,138,"0,58","0,32","0,079","0,09","0,34","0,13","0,46","0,3","0,44","0,34","0,252","0,076","0,19",0,"0,53","0,029","0,056","0,013","0,112","0,12","0,031","0,025","0,22","0,97","0,031","0,3","0,016","0,019","January 1, 2016"
137,139,"0,53","0,33","0,078","0,09","0,32","0,13","0,46","0,31","0,43","0,33","0,25","0,076","0,19","0,01","0,53","0,03","0,056","0,012","0,111","0,123","0,031","0,025","0,24","0,01","0,033","0,34","0,015","0,019","February 1, 2016"
138,140,"0,47","0,31","0,077","0,09","0,27","0,12","0,44","0,3","0,41","0,33","0,247","0,078","0,19","0,02","0,52","0,03","0,056","0,011","0,111","0,126","0,032","0,024","0,24","0,01","0,033","0,36","0,015","0,019","March 1, 2016"
139,141,"0,45","0,32","0,076","0,09","0,27","0,12","0,43","0,31","0,4","0,33","0,245","0,077","0,2","0,03","0,53","0,031","0,055","0,011","0,111","0,128","0,033","0,024","0,25","0,011","0,033","0,42","0,015","0,019","April 1, 2016"
140,142,"0,42","0,31","0,076","0,091","0,25","0,11","0,39","0,31","0,38","0,32","0,244","0,077","0,19","0,04","0,5","0,031","0,055","0,011","0,112","0,129","0,033","0,024","0,24","0,01","0,035","0,48","0,015","0,018","May 1, 2016"
141,143,"0,43","0,34","0,075","0,091","0,26","0,11","0,41","0,34","0,37","0,3","0,242","0,078","0,2","0,05","0,53","0,03","0,056",1,"0,111","0,133","0,033","0,023","0,26","0,01","0,035","0,55","0,014","0,017","June 1, 2016"
142,144,"0,45","0,35","0,074","0,092","0,26","0,1","0,39","0,35","0,38","0,31","0,24","0,078","0,17","0,07","0,51","0,029","0,054","0,95","0,11","0,137","0,035","0,024","0,27","0,01","0,035","0,58","0,014","0,017","July 1, 2016"
143,145,"0,46","0,36","0,074","0,092","0,28","0,1","0,39","0,38","0,39","0,3","0,24","0,077","0,19","0,08","0,51","0,028","0,054","0,92","0,109","0,139","0,035","0,024","0,27","0,99","0,035","0,62","0,014","0,017","August 1, 2016"
144,146,"0,46","0,42","0,074","0,092","0,3","0,11","0,39","0,41","0,4","0,3","0,239","0,077","0,19","0,09","0,53","0,028","0,053","0,9","0,108","0,14","0,035","0,023","0,28","0,97","0,036","0,66","0,014","0,016","September 1, 2016"
145,147,"0,46","0,44","0,074","0,091","0,29","0,11","0,39","0,41","0,39","0,3","0,238","0,077","0,2","0,1","0,51","0,027","0,053","0,87","0,106","0,143","0,035","0,023","0,29","0,01","0,036","0,74","0,015","0,016","October 1, 2016"
146,148,"0,48","0,47","0,075","0,089","0,31","0,12","0,42","0,44","0,42","0,31","0,234","0,079","0,2","0,11","0,54","0,027","0,053","0,85","0,104","0,147","0,035","0,022","0,32","0,011","0,035","0,81","0,015","0,016","November 1, 2016"
147,149,"0,48","0,47","0,077","0,087","0,31","0,13","0,38","0,46","0,42","0,32","0,233","0,08","0,2","0,12","0,51","0,027","0,052","0,85","0,102","0,15","0,035","0,022","0,33","0,011","0,035","0,86","0,014","0,016","December 1, 2016"
148,150,"0,46","0,49","0,076","0,087","0,29","0,13","0,37","0,47","0,41","0,31","0,231","0,081","0,22","0,12","0,5","0,027","0,052","0,85","0,102","0,153","0,035","0,022","0,33","0,011","0,035","0,92","0,014","0,016","January 1, 2017"
149,151,"0,46","0,48","0,076","0,085","0,29","0,13","0,38","0,5","0,43","0,32","0,227","0,081","0,22","0,12","0,51","0,028","0,05","0,85","0,101","0,157","0,036","0,021","0,34","0,012","0,035",1,"0,014","0,016","February 1, 2017"
150,152,"0,47","0,43","0,075","0,085","0,29","0,13","0,37","0,51","0,43","0,33","0,225","0,082","0,22","0,12","0,5","0,028","0,049","0,85","0,099","0,162","0,037","0,021","0,35","0,012","0,035","0,011","0,014","0,016","March 1, 2017"
151,153,"0,47","0,42","0,075","0,085","0,28","0,13","0,37","0,55","0,43","0,33","0,223","0,083","0,21","0,12","0,5","0,027","0,047","0,83","0,099","0,166","0,038","0,021","0,35","0,012","0,035","0,011","0,014","0,015","April 1, 2017"
152,154,"0,46","0,43","0,073","0,085","0,3","0,12","0,34","0,58","0,43","0,33","0,222","0,083","0,22","0,12","0,49","0,027","0,046","0,84","0,098","0,169","0,04","0,021","0,34","0,012","0,035","0,011","0,014","0,015","May 1, 2017"
153,155,"0,46","0,42","0,071","0,085","0,31","0,12","0,33","0,61","0,43","0,33","0,219","0,083","0,21","0,28","0,49","0,026","0,045","0,84","0,096","0,172","0,041","0,021","0,36","0,013","0,035","0,012","0,014","0,015","June 1, 2017"
154,156,"0,46","0,43","0,071","0,083","0,34","0,13","0,33","0,65","0,45","0,32","0,218","0,083","0,24","0,42","0,51","0,026","0,044","0,84","0,093","0,175","0,042","0,021","0,36","0,013","0,035","0,012","0,015","0,014","July 1, 2017"
155,157,"0,47","0,44","0,07","0,081","0,35","0,12","0,33","0,66","0,45","0,33","0,219","0,085","0,24","0,52","0,48","0,025","0,043","0,82","0,09","0,179","0,042","0,02","0,38","0,014","0,035","0,013","0,015","0,014","August 1, 2017"
156,158,"0,49","0,46","0,069","0,081","0,39","0,13","0,34","0,67","0,45","0,33","0,219","0,084","0,25","0,6","0,45","0,024","0,043","0,81","0,088","0,182","0,043","0,02","0,38","0,014","0,035","0,013","0,015","0,013","September 1, 2017"
157,159,"0,5","0,48","0,068","0,08","0,43","0,13","0,35","0,68","0,48","0,36","0,219","0,083","0,27","0,7","0,44","0,024","0,042","0,81","0,086","0,187","0,042","0,02","0,39","0,014","0,035","0,014","0,015","0,013","October 1, 2017"
158,160,"0,53","0,45","0,066","0,079","0,41","0,13","0,36","0,69","0,48","0,36","0,22","0,083","0,27","0,85","0,42","0,023","0,041","0,81","0,084","0,192","0,041","0,019","0,42","0,013","0,035","0,014","0,015","0,013","November 1, 2017"
159,161,"0,54","0,41","0,066","0,078","0,39","0,12","0,35","0,69","0,48","0,35","0,222","0,083","0,26","0,82","0,41","0,023","0,04","0,81","0,084","0,197","0,042","0,018","0,39","0,013","0,033","0,014","0,015","0,013","December 1, 2017"
160,162,"0,53","0,37","0,066","0,079","0,37","0,11","0,34","0,7","0,49","0,37","0,221","0,082","0,22","0,81","0,4","0,023","0,039","0,79","0,083","0,203","0,042","0,018","0,38","0,012","0,032","0,014","0,014","0,013","January 1, 2018"
161,163,"0,52","0,36","0,065","0,079","0,36","0,11","0,33","0,73","0,5","0,35","0,22","0,083","0,21","0,83","0,41","0,023","0,038","0,82","0,083","0,207","0,042","0,018","0,37","0,012","0,031","0,014","0,014","0,013","February 1, 2018"
162,164,"0,52","0,34","0,064","0,079","0,33","0,11","0,3","0,75","0,5","0,34","0,22","0,083","0,19","0,89","0,4","0,024","0,037","0,8","0,081","0,212","0,042","0,018","0,36","0,012","0,03","0,015","0,014","0,013","March 1, 2018"
163,165,"0,52","0,31","0,063","0,079","0,31","0,13","0,27","0,79","0,49","0,31","0,22","0,083","0,18","0,93","0,4","0,023","0,036","0,78","0,081","0,217","0,042","0,017","0,36","0,012","0,029","0,015","0,014","0,013","April 1, 2018"
164,166,"0,52","0,32","0,062","0,078","0,31","0,14","0,25","0,81","0,48","0,3","0,219","0,083","0,17","0,9","0,4","0,023","0,035","0,78","0,081","0,223","0,042","0,017","0,34","0,012","0,028","0,015","0,014","0,012","May 1, 2018"
165,167,"0,51","0,36","0,06","0,078","0,34","0,17","0,27","0,85","0,48","0,32","0,219","0,084","0,18","0,92","0,42","0,022","0,034","0,76","0,079","0,226","0,041","0,017","0,36","0,012","0,028","0,015","0,014","0,012","June 1, 2018"
166,168,"0,53","0,35","0,06","0,077","0,33","0,18","0,24","0,86","0,48","0,3","0,218","0,085","0,18","0,93","0,38","0,022","0,033","0,75","0,078","0,231","0,041","0,016","0,35","0,012","0,028","0,015","0,014","0,012","July 1, 2018"
167,169,"0,54","0,33","0,06","0,077","0,31","0,19","0,23","0,87","0,49","0,29","0,219","0,084","0,17","0,98","0,36","0,021","0,033","0,74","0,077","0,235","0,04","0,016","0,35","0,012","0,027","0,015","0,014","0,012","August 1, 2018"
168,170,"0,55","0,33","0,061","0,077","0,34","0,21","0,23","0,92","0,49","0,28","0,217","0,084","0,22","0,99","0,37","0,021","0,033","0,72","0,076","0,237","0,04","0,016","0,36","0,012","0,027","0,015","0,014","0,011","September 1, 2018"
169,171,"0,54","0,33","0,061","0,076","0,32","0,2","0,25","0,95","0,49","0,29","0,216","0,083","0,23","0,01","0,37","0,02","0,032","0,71","0,074","0,242","0,04","0,016","0,35","0,012","0,026","0,015","0,015","0,011","October 1, 2018"
170,172,"0,53","0,34","0,061","0,076","0,32","0,2","0,24","0,95","0,5","0,28","0,214","0,083","0,24","0,011","0,38","0,02","0,032","0,67","0,072","0,246","0,04","0,016","0,36","0,012","0,026","0,015","0,015","0,011","November 1, 2018"
171,173,"0,55","0,33","0,062","0,075","0,3","0,2","0,25","0,98","0,52","0,28","0,212","0,082","0,25","0,011","0,39","0,02","0,032","0,68","0,072","0,247","0,04","0,015","0,38","0,012","0,026","0,016","0,014","0,011","December 1, 2018"
172,174,"0,56","0,34","0,062","0,075","0,31","0,24","0,26","0,01","0,51","0,3","0,211","0,082","0,27","0,011","0,4","0,02","0,031","0,66","0,072","0,252","0,04","0,015","0,43","0,012","0,025","0,015","0,014","0,011","January 1, 2019"
173,175,"0,56","0,34","0,061","0,075","0,31","0,25","0,26","0,011","0,5","0,29","0,209","0,081","0,27","0,011","0,4","0,02","0,03","0,63","0,072","0,256","0,04","0,015","0,44","0,012","0,025","0,016","0,014","0,011","February 1, 2019"
174,176,"0,56","0,35","0,06","0,074","0,3","0,25","0,27","0,011","0,49","0,29","0,207","0,082","0,25","0,011","0,41","0,02","0,029","0,64","0,072","0,262","0,039","0,014","0,47","0,011","0,024","0,016","0,013","0,011","March 1, 2019"
175,177,"0,55","0,35","0,06","0,074","0,3","0,26","0,25","0,011","0,48","0,27","0,206","0,082","0,24","0,012","0,4","0,02","0,028","0,63","0,071","0,266","0,039","0,014","0,5","0,011","0,024","0,016","0,013","0,011","April 1, 2019"
176,178,"0,55","0,34","0,059","0,073","0,31","0,28","0,27","0,011","0,49","0,31","0,203","0,083","0,25","0,012","0,38","0,02","0,028","0,62","0,07","0,269","0,04","0,014","0,56","0,011","0,024","0,016","0,013","0,011","May 1, 2019"
177,180,"0,54","0,36","0,058","0,072","0,31","0,32","0,26","0,011","0,48","0,29","0,199","0,082","0,25","0,014","0,38","0,019","0,027","0,59","0,067","0,28","0,039","0,014","0,55","0,011","0,024","0,017","0,013","0,011","July 1, 2019"
178,181,"0,52","0,38","0,058","0,071","0,32","0,34","0,26","0,012","0,5","0,29","0,197","0,081","0,26","0,014","0,38","0,018","0,026","0,59","0,065","0,283","0,038","0,014","0,63","0,011","0,024","0,018","0,013","0,011","August 1, 2019"
179,182,"0,51","0,37","0,058","0,072","0,32","0,36","0,26","0,012","0,51","0,29","0,195","0,081","0,28","0,015","0,37","0,018","0,026","0,55","0,064","0,286","0,038","0,014","0,67","0,011","0,024","0,018","0,013","0,01","September 1, 2019"
180,183,"0,5","0,37","0,059","0,071","0,32","0,37","0,25","0,012","0,5","0,29","0,192","0,081","0,27","0,016","0,36","0,018","0,027","0,55","0,062","0,288","0,038","0,014","0,65","0,011","0,025","0,018","0,013","0,99","October 1, 2019"
181,184,"0,51","0,36","0,059","0,073","0,32","0,38","0,24","0,012","0,47","0,28","0,191","0,081","0,28","0,017","0,35","0,018","0,026","0,56","0,061","0,29","0,037","0,014","0,62","0,011","0,025","0,019","0,013","0,97","November 1, 2019"
182,185,"0,5","0,34","0,06","0,073","0,32","0,38","0,23","0,013","0,45","0,29","0,189","0,08","0,27","0,016","0,32","0,018","0,026","0,53","0,062","0,291","0,037","0,014","0,65","0,011","0,025","0,019","0,014","0,97","December 1, 2019"
183,186,"0,5","0,34","0,06","0,072","0,32","0,42","0,23","0,013","0,44","0,29","0,188","0,081","0,27","0,017","0,31","0,018","0,025","0,54","0,062","0,292","0,038","0,014","0,68","0,01","0,024","0,018","0,014","0,94",January 2020
184,187,"0,49","0,3","0,06","0,073","0,31","0,44","0,24","0,013","0,38","0,3","0,186","0,08","0,27","0,017","0,32","0,018","0,025","0,49","0,063","0,298","0,038","0,013","0,65","0,01","0,023","0,019","0,013","0,98",February 2020
185,188,"0,52","0,31","0,059","0,073","0,31","0,47","0,25","0,013","0,42","0,3","0,184","0,08","0,25","0,016","0,31","0,018","0,024","0,47","0,061","0,304","0,038","0,013","0,64","0,011","0,022","0,019","0,013","0,96",March 2020
186,189,"0,55","0,33","0,058","0,073","0,3","0,49","0,27","0,013","0,44","0,31","0,181","0,08","0,27","0,015","0,31","0,018","0,024","0,42","0,062","0,305","0,038","0,013","0,73","0,011","0,022","0,019","0,014","0,95",April 2020
187,190,"0,54","0,37","0,058","0,07","0,41","0,54","0,27","0,013","0,45","0,29","0,177","0,079","0,31","0,015","0,38","0,019","0,025","0,42","0,061","0,311","0,039","0,012","0,75","0,011","0,021","0,018","0,014","0,92",May 2020
188,191,"0,48","0,41","0,058","0,068","0,4","0,51","0,27","0,014","0,44","0,28","0,173","0,08","0,37","0,015","0,38","0,019","0,025","0,41","0,06","0,317","0,04","0,012","0,82","0,01","0,022","0,019","0,013","0,88",June 2020
189,192,"0,44","0,48","0,058","0,068","0,41","0,5","0,28","0,014","0,44","0,26","0,168","0,08","0,39","0,015","0,43","0,019","0,025","0,38","0,059","0,321","0,04","0,012","0,91","0,99","0,022","0,019","0,013","0,86",July 2020
190,193,"0,48","0,54","0,057","0,066","0,42","0,51","0,27","0,015","0,43","0,25","0,166","0,082","0,41","0,015","0,5","0,019","0,026","0,39","0,058","0,321","0,04","0,012","0,98","0,93","0,023","0,019","0,013","0,72",August 2020
191,194,"0,43","0,58","0,056","0,064","0,4","0,52","0,26","0,015","0,38","0,27","0,165","0,083","0,42","0,016","0,54","0,019","0,027","0,41","0,06","0,319","0,041","0,011","0,011","0,84","0,025","0,019","0,012","0,75",September 2020
192,195,"0,39","0,6","0,058","0,062","0,42","0,56","0,25","0,014","0,38","0,28","0,163","0,084","0,39","0,016","0,56","0,018","0,034","0,46","0,059","0,318","0,039","0,011","0,011","0,81","0,024","0,018","0,012","0,69",October 2020
193,196,"0,38","0,61","0,06","0,064","0,32","0,55","0,24","0,014","0,35","0,27","0,165","0,085","0,39","0,016","0,59","0,018","0,036","0,46","0,06","0,31","0,039","0,011","0,011","0,76","0,024","0,019","0,011","0,72",November 2020
194,197,"0,45","0,65","0,062","0,065","0,35","0,57","0,26","0,013","0,36","0,25","0,166","0,086","0,36","0,017","0,62","0,018","0,036","0,46","0,061","0,307","0,038","0,011","0,011","0,73","0,022","0,019","0,012","0,73",December 2020
195,198,"0,51","0,63","0,063","0,066","0,35","0,56","0,26","0,013","0,37","0,27","0,168","0,085","0,37","0,017","0,64","0,017","0,037","0,48","0,06","0,305","0,038","0,011","0,01","0,71","0,021","0,018","0,012","0,68",January 2021
196,199,"0,5","0,7","0,064","0,067","0,32","0,58","0,25","0,013","0,39","0,29","0,169","0,083","0,37","0,017","0,6","0,018","0,036","0,48","0,061","0,302","0,039","0,011","0,011","0,67","0,02","0,018","0,012","0,73",February 2021
197,202,"0,61","0,72","0,066","0,069","0,36","0,55","0,24","0,014","0,41","0,21","0,177","0,083","0,42","0,016","0,49","0,017","0,025","0,4","0,062","0,299","0,039","0,011","0,011","0,67","0,02","0,019","0,013","0,7",May 2021